season,celebrityname,wiki_title,pageid,cutoff_start_utc,edits_start_to_cutoff,cutoff_end_utc,edits_end_to_cutoff,edits_change,status_start,status_end,notes
31,Wayne Brady,Wayne Brady,524997.0,2022-09-12T00:00:00Z,2362.0,,,,ok,missing_finale_date,Missing season_finale_date for season 31. nan
32,Adrian Peterson,Adrian Peterson,19156186,2023-09-19T00:00:00Z,8088.0,2023-12-06T00:00:00Z,8090,2,ok,ok,nan
32,Alyson Hannigan,Alyson Hannigan,43997,2023-09-19T00:00:00Z,2394.0,2023-12-06T00:00:00Z,2408,14,ok,ok,nan
32,Ariana Madix,Ariana Madix,51973787,2023-09-19T00:00:00Z,299.0,2023-12-06T00:00:00Z,317,18,ok,ok,nan
32,Barry Williams,Barry Williams,44038178,2023-09-19T00:00:00Z,nan,2023-12-06T00:00:00Z,20,,disambiguation,ok,Page is a disambiguation page (pageprops.disambiguation)
32,Charity Lawson,The Bachelorette (American TV series) season 20,73442027,2023-09-19T00:00:00Z,165.0,2023-12-06T00:00:00Z,176,11,ok,ok,nan
32,Harry Jowsey,Harry Jowsey,74812836,2023-09-19T00:00:00Z,1.0,2023-12-06T00:00:00Z,2,1,ok,ok,nan
32,Jamie Lynn Spears,Jamie Lynn Spears,97803,2023-09-19T00:00:00Z,8368.0,2023-12-06T00:00:00Z,8456,88,ok,ok,nan
32,Jason Mraz,Jason Mraz,412807,2023-09-19T00:00:00Z,4328.0,2023-12-06T00:00:00Z,4360,32,ok,ok,nan
32,Lele Pons,Lele Pons,43774211,2023-09-19T00:00:00Z,3269.0,2023-12-06T00:00:00Z,3274,5,ok,ok,nan
32,Matt Walsh,Matthew Walsh,8623761,2023-09-19T00:00:00Z,nan,2023-12-06T00:00:00Z,121,,disambiguation,ok,Page is a disambiguation page (pageprops.disambiguation)
32,Mauricio Umansky,Mauricio Umansky,75613590,2023-09-19T00:00:00Z,0.0,2023-12-06T00:00:00Z,0,0,ok,ok,nan
32,Mira Sorvino,Mira Sorvino,277368,2023-09-19T00:00:00Z,1162.0,2023-12-06T00:00:00Z,1185,23,ok,ok,nan
32,Tyson Beckford,Tyson Beckford,1692237,2023-09-19T00:00:00Z,1227.0,2023-12-06T00:00:00Z,1237,10,ok,ok,nan
32,Xochitl Gomez,Xochitl Gomez,66298962,2023-09-19T00:00:00Z,506.0,2023-12-06T00:00:00Z,526,20,ok,ok,nan
33,Anna Delvey,Anna Delvey,57545953,2024-09-10T00:00:00Z,1470.0,2024-11-27T00:00:00Z,1537,67,ok,ok,nan
33,Brooks Nader,Brooks Nader,73856782,2024-09-10T00:00:00Z,39.0,2024-11-27T00:00:00Z,76,37,ok,ok,nan
33,Chandler Kinney,Chandler Kinney,77795621,2024-09-10T00:00:00Z,13.0,2024-11-27T00:00:00Z,33,20,ok,ok,nan
33,Danny Amendola,Danny Amendola,17155306,2024-09-10T00:00:00Z,1791.0,2024-11-27T00:00:00Z,1823,32,ok,ok,nan
33,Dwight Howard,Dwight Howard,479273,2024-09-10T00:00:00Z,4559.0,2024-11-27T00:00:00Z,4569,10,ok,ok,nan
33,Eric Roberts,Eric Roberts,399280,2024-09-10T00:00:00Z,1837.0,2024-11-27T00:00:00Z,1855,18,ok,ok,nan
33,Ilona Maher,Ilona Maher,67162609,2024-09-10T00:00:00Z,118.0,2024-11-27T00:00:00Z,152,34,ok,ok,nan
33,Jenn Tran,Jenn Tran,76916459,2024-09-10T00:00:00Z,33.0,2024-11-27T00:00:00Z,44,11,ok,ok,nan
33,Joey Graziadei,Joey Graziadei,74646857,2024-09-10T00:00:00Z,57.0,2024-11-27T00:00:00Z,66,9,ok,ok,nan
33,Phaedra Parks,Phaedra Parks,57560916,2024-09-10T00:00:00Z,215.0,2024-11-27T00:00:00Z,219,4,ok,ok,nan
33,Reginald VelJohnson,Reginald VelJohnson,1260945,2024-09-10T00:00:00Z,1461.0,2024-11-27T00:00:00Z,1472,11,ok,ok,nan
33,Stephen Nedoroscik,Stephen Nedoroscik,68027842,2024-09-10T00:00:00Z,312.0,2024-11-27T00:00:00Z,334,22,ok,ok,nan
33,Tori Spelling,Tori Spelling,97149,2024-09-10T00:00:00Z,2292.0,2024-11-27T00:00:00Z,2296,4,ok,ok,nan
34,Alix Earle,Alix Earle,74584114.0,2025-09-09T00:00:00Z,281.0,,,,ok,missing_finale_date,Missing season_finale_date for season 34. nan
34,Andy Richter,Andy Richter,869611.0,2025-09-09T00:00:00Z,1425.0,,,,ok,missing_finale_date,Missing season_finale_date for season 34. nan
34,Baron Davis,Baron Davis,1402941.0,2025-09-09T00:00:00Z,2692.0,,,,ok,missing_finale_date,Missing season_finale_date for season 34. nan
34,Corey Feldman,Corey Feldman,90141.0,2025-09-09T00:00:00Z,3348.0,,,,ok,missing_finale_date,Missing season_finale_date for season 34. nan
34,Danielle Fishel,Danielle Fishel,148907.0,2025-09-09T00:00:00Z,1941.0,,,,ok,missing_finale_date,Missing season_finale_date for season 34. nan
34,Dylan Efron,Dylan Efron,64830605.0,2025-09-09T00:00:00Z,62.0,,,,ok,missing_finale_date,Missing season_finale_date for season 34. nan
34,Elaine Hendrix,Elaine Hendrix,1674777.0,2025-09-09T00:00:00Z,634.0,,,,ok,missing_finale_date,Missing season_finale_date for season 34. nan
34,Hilaria Baldwin,Hilaria Baldwin,50826041.0,2025-09-09T00:00:00Z,983.0,,,,ok,missing_finale_date,Missing season_finale_date for season 34. nan
34,Jen Affleck,The Secret Lives of Mormon Wives,77837934.0,2025-09-09T00:00:00Z,321.0,,,,ok,missing_finale_date,Missing season_finale_date for season 34. nan
34,Jordan Chiles,Jordan Chiles,43473171.0,2025-09-09T00:00:00Z,671.0,,,,ok,missing_finale_date,Missing season_finale_date for season 34. nan
34,Lauren Jauregui,Lauren Jauregui,37607520.0,2025-09-09T00:00:00Z,2050.0,,,,ok,missing_finale_date,Missing season_finale_date for season 34. nan
34,Robert Irwin,Robert Irwin,2324851.0,2025-09-09T00:00:00Z,nan,,,,disambiguation,missing_finale_date,Missing season_finale_date for season 34. Page is a disambiguation page (pageprops.disambiguation)
34,Scott Hoying,Scott Hoying,44917205.0,2025-09-09T00:00:00Z,326.0,,,,ok,missing_finale_date,Missing season_finale_date for season 34. nan
34,Whitney Leavitt,Whitney Leavitt,77892310.0,2025-09-09T00:00:00Z,3.0,,,,ok,missing_finale_date,Missing season_finale_date for season 34. nan
