season,week,regime,n_active,k_elim,has_elim,share_entropy,share_entropy_norm,share_hhi,status,hit_set,top1,elim_rank,margin
22,5,percent,9,0,0,2.0451756627389877,0.9307995567837828,0.14643731102110796,ok,1,,,
22,6,percent,9,1,1,2.027957039785553,0.922963023763426,0.1528742417099689,ok,1,1.0,1.0,1.0000000000287557e-06
22,7,percent,8,2,1,1.863585345426321,0.8961951120399664,0.1830194714708026,ok,1,0.0,1.5,1.0000000000287557e-06
22,8,percent,6,1,1,1.624183898619261,0.9064742932928432,0.2152482054950015,ok,1,1.0,1.0,1.0000000000565112e-06
22,9,percent,5,2,1,1.4742524471365093,0.9160045477659106,0.24280156937757527,ok,1,0.0,1.5,0.04664130501794661
22,10,percent,3,0,0,1.0965550630240912,0.9981274325207916,0.3347240396251358,ok,1,,,
23,1,percent,13,0,0,2.359463344042917,0.9198869120667615,0.1106471331526017,ok,1,,,
23,2,percent,13,1,1,2.357550467793088,0.9191411366212291,0.11110691214197706,ok,1,1.0,1.0,0.025239109867681492
23,3,percent,12,1,1,2.300208772092833,0.9256721061489674,0.1165187251651901,ok,1,1.0,1.0,9.999999999593667e-07
23,4,percent,11,2,1,2.209643043866322,0.921492722777523,0.12552997409789665,ok,1,0.0,1.5,0.023013363721598068
23,5,percent,9,0,0,2.048530561482921,0.9323264370028275,0.14228776993627767,ok,1,,,
23,6,percent,9,1,1,2.0275877892176872,0.9227949705877633,0.14652680988083955,ok,1,1.0,1.0,1.000000000001e-06
23,7,percent,8,1,1,1.9217172242920013,0.9241506364923248,0.16247590687261299,ok,1,1.0,1.0,0.027915040149451703
23,8,percent,7,1,1,1.7928999714551095,0.9213683233655542,0.18942060168441363,ok,1,1.0,1.0,1.0000000000842668e-06
23,9,percent,6,1,1,1.6578302415035044,0.9252526748011264,0.21347229168940826,ok,1,1.0,1.0,0.03708840628716825
23,10,percent,5,1,1,1.5410439181615596,0.9575044220444004,0.2260820261330291,ok,1,1.0,1.0,0.07116811840580273
23,11,percent,4,1,1,1.3677891285912727,0.9866512964002329,0.2591967704172059,ok,1,1.0,1.0,0.016121163288879248
24,1,percent,12,0,0,2.230668932045627,0.8976872158299936,0.13553052496138082,ok,1,,,
