season,week,celebrity_name,s_share_mean,s_share_std,s_share_p10,s_share_p50,s_share_p90
34,4,Robert Irwin,0.16898603212869348,0.046774223212820334,0.13712685870438593,0.14497075664122583,0.22005742594297514
34,4,Hilaria Baldwin,0.06728061325318163,0.012908857913241067,0.053678793088308155,0.06700357134758482,0.08110406694253253
34,4,Lauren Jauregui,0.055802439615917604,0.011945697720210802,0.04245141241021156,0.05727354724515099,0.06797658071823695
34,4,Scott Hoying,0.060467800301184156,0.011714599807119117,0.047856844596914756,0.0629213850788832,0.07111588818329433
34,4,Alix Earle,0.10346341339429113,0.021178194051147813,0.08513445050058421,0.09762386765318021,0.1264640128808868
34,4,Jen Affleck,0.05147898024007923,0.007993657491276838,0.042886762628740374,0.05561517869461948,0.05676223908778589
34,4,Whitney Leavitt,0.07520062054168461,0.005528843556501662,0.0692624700372634,0.07670572734437872,0.07993468560395056
34,4,Dylan Efron,0.11831064350904368,0.013169147588222357,0.10929842832358987,0.11161508231611746,0.13267930764883845
34,5,Corey Feldman,0.0,0.0,0.0,0.0,0.0
34,5,Danielle Fishel,0.08283035298094768,0.02483571331405398,0.05994136831987219,0.07587197530540327,0.11128603978245873
34,5,Elaine Hendrix,0.07795227399098553,0.008360914310181523,0.06950284276572757,0.07679753121588903,0.0873254994363207
34,5,Baron Davis,0.0,0.0,0.0,0.0,0.0
34,5,Jordan Chiles,0.08644920775916276,0.007390286811072705,0.0791554257877413,0.08514186987468626,0.09478886003816543
34,5,Andy Richter,0.06870060123649062,0.03232908867372618,0.03178840036863556,0.07660192673006966,0.09929174170948245
34,5,Robert Irwin,0.18132044714117468,0.0524879224654813,0.1458448781017209,0.15439617557096158,0.23833543343679903
34,5,Hilaria Baldwin,0.05902525051880688,0.018475971166049546,0.03798610052080149,0.06343649148695546,0.0765354077422934
34,5,Lauren Jauregui,0.0,0.0,0.0,0.0,0.0
34,5,Scott Hoying,0.06534620470186395,0.013205919441014683,0.05125770379911275,0.06816592117766487,0.07717893242397439
34,5,Alix Earle,0.11210061622802336,0.020932336098445796,0.09463630460848095,0.10569888911329509,0.13468630953934846
34,5,Jen Affleck,0.05578805323410689,0.007004189569690838,0.0479456420127433,0.05880595539612165,0.061216142725858666
34,5,Whitney Leavitt,0.08176711671891251,0.005902913792262436,0.07531798986301119,0.08352931916357315,0.0868064816190853
34,5,Dylan Efron,0.12871987548952518,0.013463095487457413,0.11857360297020401,0.12309528888970697,0.1433658172887009
34,6,Corey Feldman,0.0,0.0,0.0,0.0,0.0
34,6,Danielle Fishel,0.09094808123124096,0.024751740169896046,0.06838554620611849,0.08367118418317504,0.11933213389481619
34,6,Elaine Hendrix,0.08582757318206513,0.007298749140798819,0.07841947675567827,0.08498471627356044,0.09390995513525575
34,6,Baron Davis,0.0,0.0,0.0,0.0,0.0
34,6,Jordan Chiles,0.09992565478768783,0.005130551968719556,0.09508418518356491,0.09869863110141999,0.10574874334082501
34,6,Andy Richter,0.06770029314011464,0.0338763308501668,0.028882541475899207,0.07716626603048503,0.09894526649203376
34,6,Robert Irwin,0.19193526125188703,0.05384735603244858,0.15628561934285784,0.1639811883086759,0.24994816151548518
