model,fold,season,n_items,nll,nll_per_item,spearman,kendall_tau,top1,top3_overlap
full_minus_partner,4,6,12,19.709354787623962,1.6424462323019968,0.2237762237762238,0.09090909090909091,0,0
full_minus_partner,4,12,11,19.37381907368013,1.7612562794254665,-0.009090909090909092,0.05454545454545454,0,1
full_minus_partner,4,19,13,24.325124444923794,1.871163418840292,0.07692307692307693,0.05128205128205128,0,1
full_minus_partner,4,25,13,20.901652501236107,1.6078194231720082,0.64099097778105,0.5290432684448219,1,1
full_minus_partner,4,28,12,18.320663533013565,1.5267219610844638,0.6713286713286714,0.42424242424242425,0,1
full_minus_partner,4,29,15,26.40065708450945,1.7600438056339633,0.6107142857142855,0.46666666666666673,0,0
full_minus_partner,5,8,13,21.447284952838505,1.6497911502183464,0.5384615384615384,0.358974358974359,1,1
full_minus_partner,5,16,12,18.327742013962112,1.5273118344968426,0.7202797202797203,0.5757575757575758,0,1
full_minus_partner,5,22,12,20.091895985626472,1.6743246654688726,0.06293706293706294,0.09090909090909091,0,1
full_minus_partner,5,23,13,22.60559488615589,1.738891914319684,0.5,0.41025641025641024,0,1
full_minus_partner,5,32,14,25.039193649886354,1.7885138321347396,0.31868131868131866,0.2087912087912088,0,0
full_minus_partner,5,33,13,21.59794950682764,1.6613807312944338,0.3305797667903452,0.25976216673306557,0,1
full_minus_state,1,3,11,16.99505680350734,1.5450051639552127,0.4454545454545455,0.23636363636363636,0,1
full_minus_state,1,4,11,16.427142784542283,1.4933766167765712,0.5909090909090909,0.4909090909090909,1,1
full_minus_state,1,7,13,22.451003615239276,1.7270002780953289,0.32967032967032966,0.1794871794871795,0,1
full_minus_state,1,11,12,18.679538018445484,1.5566281682037904,0.6083916083916084,0.42424242424242425,0,1
full_minus_state,1,13,12,20.12819007822158,1.6773491731851315,0.1328671328671329,0.12121212121212122,0,1
full_minus_state,1,21,13,20.096599621210135,1.5458922785546259,0.7032967032967032,0.5641025641025641,1,1
full_minus_state,1,27,13,22.811721544568524,1.7547478111206556,0.06593406593406594,0.05128205128205128,0,1
full_minus_state,2,1,6,6.818667326921438,1.1364445544869064,0.14285714285714285,0.06666666666666667,1,1
full_minus_state,2,9,16,30.517529084517378,1.907345567782336,0.21764705882352942,0.16666666666666666,0,1
full_minus_state,2,14,12,18.72503395210081,1.5604194960084008,0.3636363636363637,0.24242424242424243,0,1
full_minus_state,2,20,12,18.966889991297748,1.580574165941479,0.5524475524475525,0.3333333333333333,0,1
full_minus_state,2,24,12,18.485982601937405,1.5404985501614503,0.6433566433566434,0.48484848484848486,0,1
full_minus_state,2,30,15,25.90274226315459,1.726849484210306,0.5892857142857142,0.4285714285714286,0,1
full_minus_state,2,34,14,24.071480308576238,1.7193914506125885,0.5896593227119473,0.46409548089225705,0,1
full_minus_state,3,2,10,15.287529542304448,1.5287529542304448,0.0909090909090909,0.1111111111111111,0,1
full_minus_state,3,10,11,16.96284450006749,1.5420767727334082,0.41818181818181815,0.34545454545454546,1,1
full_minus_state,3,15,13,21.968892843758994,1.6899148341353072,0.13186813186813187,0.05128205128205128,0,1
full_minus_state,3,17,12,19.14196569613913,1.5951638080115942,0.5034965034965035,0.3333333333333333,1,1
full_minus_state,3,18,12,19.184986646824633,1.598748887235386,0.3566433566433567,0.30303030303030304,0,1
full_minus_state,3,26,10,15.13603216650176,1.513603216650176,0.06666666666666667,0.022222222222222223,0,0
full_minus_state,3,31,16,30.388246368704035,1.8992653980440022,0.22058823529411764,0.15,0,1
full_minus_state,4,5,12,19.48803249336818,1.6240027077806818,0.2867132867132867,0.21212121212121213,0,1
full_minus_state,4,6,12,19.939504603069814,1.6616253835891512,0.4265734265734267,0.18181818181818182,0,0
full_minus_state,4,12,11,20.485381155121974,1.8623073777383612,-0.05454545454545454,-0.09090909090909091,0,1
full_minus_state,4,19,13,23.860399961126458,1.8354153816251122,0.09890109890109891,0,0,1
full_minus_state,4,25,13,20.58021761218018,1.5830936624753986,0.7032967032967032,0.5641025641025641,0,1
full_minus_state,4,28,12,18.896277343304114,1.5746897786086762,0.5104895104895106,0.36363636363636365,1,1
full_minus_state,4,29,15,26.604108470905537,1.7736072313937024,0.39642857142857135,0.2571428571428572,0,1
full_minus_state,5,8,13,21.95741544230697,1.689031957100536,0.46703296703296704,0.3333333333333333,0,1
full_minus_state,5,16,12,17.87972490722014,1.4899770756016784,0.7972027972027973,0.6363636363636364,0,1
full_minus_state,5,22,12,19.98869799755287,1.6657248331294057,0.06293706293706294,0.030303030303030304,0,1
full_minus_state,5,23,13,22.29967999660079,1.7153599997385223,0.5384615384615384,0.48717948717948717,0,1
full_minus_state,5,32,14,24.094852677258825,1.7210609055184876,0.4461538461538461,0.34065934065934067,1,1
full_minus_state,5,33,13,21.635210328392887,1.6642469483379143,0.47934066184600055,0.3636670334262918,0,1
full_minus_country,1,3,11,16.470187328564762,1.4972897571422512,0.6181818181818182,0.41818181818181815,0,1
full_minus_country,1,4,11,16.67250821167104,1.5156825646973673,0.49090909090909096,0.41818181818181815,1,1
full_minus_country,1,7,13,21.748744116039614,1.6729803166184318,0.5714285714285714,0.358974358974359,0,1
full_minus_country,1,11,12,18.64188132356842,1.5534901102973684,0.6993006993006995,0.5151515151515151,0,1
full_minus_country,1,13,12,20.17099064682999,1.6809158872358323,0.18881118881118883,0.15151515151515152,1,1
full_minus_country,1,21,13,20.208719676712082,1.5545168982086217,0.6593406593406593,0.48717948717948717,1,1
full_minus_country,1,27,13,22.546647987735536,1.7343575375181182,0.29120879120879123,0.2564102564102564,0,1
full_minus_country,2,1,6,6.618106333673808,1.1030177222789679,0.31428571428571433,0.2,1,1
full_minus_country,2,9,16,29.84657128549247,1.8654107053432794,0.3735294117647059,0.3,0,1
full_minus_country,2,14,12,18.64749224978974,1.5539576874824783,0.5104895104895106,0.36363636363636365,0,1
full_minus_country,2,20,12,18.69348645972208,1.5577905383101733,0.5944055944055945,0.42424242424242425,0,1
full_minus_country,2,24,12,18.023517270469185,1.5019597725390987,0.6853146853146853,0.48484848484848486,0,1
full_minus_country,2,30,15,25.939228170186613,1.7292818780124408,0.5464285714285714,0.39047619047619053,0,1
full_minus_country,2,34,14,23.593335332163946,1.6852382380117104,0.6644668487276422,0.5082950505010434,0,1
full_minus_country,3,2,10,15.84456334833209,1.584456334833209,-0.26060606060606056,-0.15555555555555556,0,0
full_minus_country,3,10,11,17.236866741428933,1.5669878855844486,0.2727272727272727,0.2,1,1
full_minus_country,3,15,13,21.264752773778095,1.635750213367546,0.3241758241758242,0.23076923076923078,0,1
full_minus_country,3,17,12,18.81504420486471,1.5679203504053925,0.5384615384615385,0.36363636363636365,1,1
full_minus_country,3,18,12,18.950215823334545,1.5791846519445454,0.45454545454545464,0.3333333333333333,0,1
full_minus_country,3,26,10,14.786306325378561,1.4786306325378562,0.47878787878787876,0.3333333333333333,0,1
full_minus_country,3,31,16,29.773504011897806,1.860844000743613,0.2647058823529412,0.08333333333333333,1,1
full_minus_country,4,5,12,19.325160635862304,1.6104300529885254,0.2657342657342658,0.21212121212121213,0,1
full_minus_country,4,6,12,19.837285969481073,1.6531071641234227,0.18181818181818185,0.09090909090909091,0,1
full_minus_country,4,12,11,19.584790185788314,1.7804354714353012,0.09090909090909091,0.09090909090909091,0,1
full_minus_country,4,19,13,24.02867432114893,1.8483595631653023,0.005494505494505494,-0.07692307692307693,0,1
full_minus_country,4,25,13,20.68627236303859,1.5912517202337377,0.6153846153846154,0.48717948717948717,0,1
full_minus_country,4,28,12,18.773830716024417,1.5644858930020347,0.5104895104895106,0.36363636363636365,0,1
full_minus_country,4,29,15,26.489196300902837,1.765946420060189,0.45357142857142846,0.33333333333333337,0,0
full_minus_country,5,8,13,21.69412371170079,1.6687787470539068,0.42307692307692313,0.3333333333333333,0,1
full_minus_country,5,16,12,18.128296961822915,1.510691413485243,0.8111888111888113,0.6666666666666666,1,1
full_minus_country,5,22,12,20.106210179702053,1.675517514975171,0.02097902097902098,0.06060606060606061,0,1
full_minus_country,5,23,13,22.402006840741137,1.723231295441626,0.3626373626373626,0.3076923076923077,0,1
full_minus_country,5,32,14,25.071308850775473,1.790807775055391,0.33186813186813185,0.23076923076923078,0,1
full_minus_country,5,33,13,21.48127841006318,1.6524060315433216,0.27272830760203476,0.15585730003983936,0,0
intercept_plus_age,1,3,11,17.502744895188645,1.5911586268353313,0.2054815942397504,0.0926084733220795,0,1
intercept_plus_age,1,4,11,17.29642756836934,1.5724025062153943,0.32727272727272727,0.2727272727272727,1,1
intercept_plus_age,1,7,13,22.5729977344662,1.7363844411127844,0.2857142857142857,0.15384615384615385,0,1
intercept_plus_age,1,11,12,18.722117277856704,1.560176439821392,0.5228102358377654,0.43082021842766455,0,1
intercept_plus_age,1,13,12,20.337110929511375,1.694759244125948,0.11228139293160064,0.06154574548966636,0,1
intercept_plus_age,1,21,13,20.753299738429515,1.5964076721868858,0.6483516483516484,0.48717948717948717,0,1
intercept_plus_age,1,27,13,21.933741307013495,1.6872108697702688,0.4395604395604396,0.3076923076923077,0,1
intercept_plus_age,2,1,6,6.691465167718455,1.1152441946197424,0.17393131069573453,0.13801311186847084,1,1
intercept_plus_age,2,9,16,30.11299082341334,1.8820619264633338,0.3166424641654819,0.21849510977216466,0,1
intercept_plus_age,2,14,12,18.882583343926328,1.5735486119938606,0.6000036934782409,0.4615930911724977,0,1
intercept_plus_age,2,20,12,20.174930632533833,1.6812442193778194,0.1403517411645008,0.12309149097933272,0,1
intercept_plus_age,2,24,12,18.49019632943505,1.5408496941195875,0.6830133066298876,0.5343667144834019,0,1
intercept_plus_age,2,30,15,26.046621860731744,1.7364414573821163,0.5308313111618302,0.40191847623425025,0,1
intercept_plus_age,2,34,14,24.192934939290655,1.728066781377904,0.5220264317180617,0.41111111111111104,1,1
intercept_plus_age,3,2,10,14.791041464752682,1.4791041464752683,0.44985010232324774,0.3146266024828463,0,1
intercept_plus_age,3,10,11,16.77531006154601,1.5250281874132734,0.655991368330922,0.5200970367573582,0,1
intercept_plus_age,3,15,13,22.151994825165982,1.7039996019358448,0.32597182586479967,0.22226495315660857,0,1
intercept_plus_age,3,17,12,19.1952229274304,1.5996019106192,0.54641064530391,0.3511552695176641,0,1
intercept_plus_age,3,18,12,18.885144367276343,1.573762030606362,0.4195804195804196,0.36363636363636365,0,0
intercept_plus_age,3,26,10,15.16161145418069,1.516161145418069,0.054545454545454536,0.06666666666666667,0,0
intercept_plus_age,3,31,16,29.027528854856577,1.814220553428536,0.6246538315731753,0.4485426135725303,1,1
intercept_plus_age,4,5,12,20.785834634527767,1.7321528862106472,-0.22767110220996253,-0.07633810206905742,0,0
intercept_plus_age,4,6,12,19.11692338003172,1.5930769483359768,0.549309395859119,0.41871789467931186,0,1
intercept_plus_age,4,12,11,17.63869140177802,1.6035174001616381,0.02727272727272727,0.05454545454545454,0,1
intercept_plus_age,4,19,13,22.475300425300674,1.7288692634846672,0.3057862842810693,0.12988108336653278,0,1
intercept_plus_age,4,25,13,20.86991117229053,1.6053777824838869,0.6113562516036382,0.5001732201680236,0,1
intercept_plus_age,4,28,12,18.549609766003854,1.5458008138336545,0.4238185133446995,0.3511552695176641,0,1
intercept_plus_age,4,29,15,26.42818318300096,1.7618788788667308,0.6362048034252304,0.4952390019213403,0,1
intercept_plus_age,5,8,13,21.600683843743326,1.6615910649033327,0.5867790860528627,0.46757190011951805,1,1
intercept_plus_age,5,16,12,18.24072745255482,1.520060621046235,0.8371291296643237,0.6870429186215168,0,1
intercept_plus_age,5,22,12,18.46648703229372,1.53887391935781,0.6865159389715793,0.5343667144834019,0,1
intercept_plus_age,5,23,13,22.390639423013255,1.7223568786933272,0.4640954808922571,0.43145549730400484,1,1
intercept_plus_age,5,32,14,24.417357409908295,1.7440969578505925,0.455948242612887,0.3222421143247335,1,1
intercept_plus_age,5,33,13,21.391055183852167,1.6454657833732436,0.5732044198895029,0.3947368421052632,0,1
intercept_plus_industry,1,3,11,17.31660645632891,1.5742369505753553,0.1964445213134902,0.1850661272593496,0,1
intercept_plus_industry,1,4,11,16.907056851218666,1.537005168292606,0.1628347368197324,0.13767902008851546,0,1
intercept_plus_industry,1,7,13,22.157820484022213,1.7044477295401703,0.18060082697378554,0.15448584955273917,1,1
intercept_plus_industry,1,11,12,19.81103427480374,1.6509195229003115,0.21951537118616132,0.11618357280412615,0,1
intercept_plus_industry,1,13,12,20.0136047402422,1.6678003950201834,0.0037029418598812443,-0.01758449871133325,0,1
intercept_plus_industry,1,21,13,22.63389451568052,1.7410688088985016,-0.1307578229938036,-0.07132674875181882,0,1
intercept_plus_industry,1,27,13,22.772482990326672,1.7517294607943594,0.011370245477722049,0.04213250442347432,0,0
intercept_plus_industry,2,1,6,6.678421539521283,1.1130702565868804,0.46381682852195877,0.2760262237369417,1,1
intercept_plus_industry,2,9,16,30.718267644675585,1.919891727792224,-0.11440283519725032,-0.09991745768300445,0,0
intercept_plus_industry,2,14,12,20.007848659827005,1.6673207216522503,-0.09425175345708162,-0.08977369642581766,0,1
intercept_plus_industry,2,20,12,19.939582413140922,1.6616318677617434,0.5604485383178051,0.4355163866123252,1,1
intercept_plus_industry,2,24,12,19.320611393994746,1.610050949499562,-0.16104580116749742,-0.17069718549972973,0,0
intercept_plus_industry,2,30,15,27.658880345471022,1.8439253563647349,0.06217478254730536,0.04161251892882395,0,1
intercept_plus_industry,2,34,14,25.323899912174852,1.8088499937267752,0.40219973940439735,0.3022817708791715,1,1
intercept_plus_industry,3,2,10,15.529335548083738,1.5529335548083738,-0.026040540874161192,0.025949964805384095,0,1
intercept_plus_industry,3,10,11,17.702357275157524,1.6093052068325022,-0.10061792555081206,-0.06168870908644986,0,1
intercept_plus_industry,3,15,13,22.08383248092374,1.6987563446864415,0.5085553893723068,0.42882193396843654,0,1
intercept_plus_industry,3,17,12,20.45494352694946,1.7045786272457883,-0.2671325780858524,-0.21320071635561047,0,1
intercept_plus_industry,3,18,12,20.12708310873955,1.6772569257282959,0.10717537177302122,0.06963106238227913,0,1
intercept_plus_industry,3,26,10,15.104412573075516,1.5104412573075516,NA,NA,1,1
intercept_plus_industry,3,31,16,31.43294622266884,1.9645591389168024,0.08840395242829237,0.046343999860004044,0,1
intercept_plus_industry,4,5,12,18.94938617811451,1.5791155148428757,0.4489958749178401,0.36187343222787294,1,1
intercept_plus_industry,4,6,12,20.67811210473068,1.7231760087275567,0.1494673588682159,0.15194743527951726,0,1
intercept_plus_industry,4,12,11,20.047984215043257,1.822544019549387,-0.389876194182431,-0.3503245248726854,0,1
intercept_plus_industry,4,19,13,24.69227112996336,1.899405471535643,-0.3443969904839603,-0.25883878884437284,0,0
intercept_plus_industry,4,25,13,22.098945220514903,1.699918863116531,-0.03967932639133376,-0.02830692585361489,0,0
intercept_plus_industry,4,28,12,20.52589394103973,1.7104911617533107,-0.2349126358634084,-0.1293016367670472,0,1
intercept_plus_industry,4,29,15,28.234794076106386,1.8823196050737592,-0.27693803976909426,-0.21821789023599236,0,0
intercept_plus_industry,5,8,13,22.52494156461992,1.7326878126630707,0.05057456910884819,0.027874733666903025,0,1
intercept_plus_industry,5,16,12,19.990789386145483,1.6658991155121237,0.23663363056235723,0.16448792373994225,0,1
intercept_plus_industry,5,22,12,21.02509449719489,1.752091208099574,-0.7758717486788799,-0.670025210172808,0,0
intercept_plus_industry,5,23,13,22.337001181941215,1.7182308601493241,0.3296552402474098,0.23172723236436704,0,1
intercept_plus_industry,5,32,14,24.225369058535627,1.7303835041811162,0.2114865658856301,0.13315005718713654,0,1
intercept_plus_industry,5,33,13,22.778118248365637,1.752162942181972,-0.4773893091452592,-0.3733423069309369,0,1
